message,flag
WHAT TIME U WRKIN,ham
ree entry in  a weekly comp for a chance to win an ipod Txt POD to  to get entry std txt rate TCs apply  for details ,spam
Our records indicate u maybe entitled to  pounds in compensation for the Accident you had To claim  free reply with CLAIM to this msg  stop txt STOP,spam
Oh oh Den muz change plan liao Go back have to yan jiu again,ham
Its wylie you in tampa or sarasota,ham
Ok Take ur time n enjoy ur dinner,ham
Darren was saying dat if u meeting da ge den we dun meet  dinner Cos later u leave xy will feel awkward Den u meet him  lunch lor,ham
Spook up your mob with a Halloween collection of a logo  pic message plus a free eerie tone txt CARD SPOOK to  zed p per logopic ,spam
I like cheap But im happy to splash out on the wine if it makes you feel better,ham
Shes fine I have had difficulties with her phone It works with mine Can you pls send her another friend request,ham
Ugh my leg hurts Musta overdid it on mon,ham
Call Germany for only  pence per minute Call from a fixed line via access number     No prepayment Direct access wwwtelediscountcouk,spam
WOT STUDENT DISCOUNT CAN U GET ON BOOKS,ham
How come she can get it Should b quite diff to guess rite,ham
Had your mobile mths  Update for FREE to Oranges latest colour camera mobiles  unlimited weekend calls Call Mobile Upd on freefone  or StopTxt,spam
Babe Im answering you cant you see me  Maybe youd better reboot YM  I got the photo  Its great ,ham
Hiwhat you think about match,ham
I know you are thinkin malaria But relax children cant handle malaria She would have been worse and its gastroenteritis If she takes enough to replace her loss her temp will reduce And if you give her malaria meds now she will just vomit Its a self limiting illness she has which means in a few days it will completely stop,ham
Dai i downloaded but there is only exe file which i can only run that exe after installing,ham
It is only yesterday true true,ham
Kkhow is your business now,ham
 pa but not selected,ham
Well thats nice Too bad i cant eat it,ham
I accidentally brought em home in the box,ham
Pls she needs to dat slowly or she will vomit more,ham
I have to take exam with in march ,ham
Jane babes not goin  wrk feel ill after lst nite Foned in already cover  me chuck,ham
 nightsWe nt staying at port step liaoToo ex,ham
If I die I want u to have all my stuffs,ham
OH FUCK JUSWOKE UP IN A BED ON A BOATIN THE DOCKS SLEPT WID  YEAR OLD SPINOUT GIV U DA GOSSIP LR XXX,ham
I remet alex nichols from middle school and it turns out hes dealing,ham
PRIVATE Your  Account Statement for fone no shows  unredeemed S I M points Call  Identifier Code  Expires ,spam
It means u could not keep ur words,ham
Nope Im still in the market,ham
I realise you are a busy guy and im trying not to be a bother I have to get some exams outta the way and then try the cars Do have a gr day,ham
Hey what how about your project Started aha da,ham
Ok cool See ya then,ham
Am on the uworld site Am i buying the qbank only or am i buying it with the self assessment also,ham
Someonone you know is trying to contact you via our dating service To find out who it could be call from your mobile or landline  BOXSKch ,spam
Yeah I can still give you a ride,ham
Jay wants to work out first hows  sound,ham
Gud gudk chikku tke care sleep well gud nyt,ham
Hmm thinking lor,ham
Of course  Dont tease me  You know I simply must see  grins  Do keep me posted my prey  loving smile devouring kiss,ham
thanks for the temales it was wonderful Thank Have a great week,ham
Thank you princess I want to see your nice juicy booty,ham
Havent eaten all day Im sitting here staring at this juicy pizza and I cant eat it These meds are ruining my life,ham
U come n search tat vidnot finishd,ham
K Im leaving soon be there a little after ,ham
Urgent Please call  from a landline  cash or a  holiday await collection T Cs SAE PO Box  MXY ,spam
Yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,ham
You do your studies alone without anyones help If you cant no need to study,ham
Please tell me not all of my car keys are in your purse,ham
I didnt get anything da,ham
Ok Sweet dreams,ham
Well shes in for a big surprise,ham
 in cbe  in chennai,ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want,ham
If anyone calls for a treadmill say youll buy it Make sure its working I found an ad on Craigslist selling for   ,ham
I absolutely LOVE South Park I only recently started watching the office,ham
Did you see that film,ham
Pls speak with me I wont ask anything other then you friendship,ham
Gud niswt drmstake care,ham
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham
Anything lar then  not going home  dinner,ham
ER ENJOYIN INDIANS AT THE MOyeP SaLL gOoD HehE  hows bout u shexy Pete Xx,ham
If you dont your prize will go to another customer TC at wwwtcbiz  pmin Polo Ltd Suite  London WJ HL Please call back if busy ,spam
Did u fix the teethif not do it asapok take care,ham
So u wan  come for our dinner tonight a not,ham
HelloHow u doingWhat u been up When will u b moving out of the flat cos I will need to arrange to pick up the lamp etc Take care Hello caroline,ham
Its too latebut its kwish you the same,ham
Hi Hope ur day  good Back from walk table booked for half eight Let me know when ur coming over,ham
Oh yeah clearly its my fault,ham
Dunno leh cant remember mayb lor So wat time r we meeting tmr,ham
Best msg Its hard to be with a person when u know that one more step foward will make u fall in love and One step back can ruin ur friendship good night ,ham
Vikky come around  TIME ,ham
And how you will do that princess ,ham
I have gone into get info bt dont know what to do,ham
Yeah probably here for a while,ham
Im still pretty weak today  Bad day ,ham
Hey  Dont forget  You are MINE  For ME  My possession  MY property  MMM  childish smile ,ham
An excellent thought by a misundrstud frn I knw u hate me bt the day wen ull knw the truth ull hate urself Gn,ham
Hey Congrats u id luv  but ive had  go home,ham
Dear where you Call me,ham
Xy trying smth now U eat already We havent,ham
Urgent Please call  from landline  cash or a luxury  Canary Islands Holiday await collection TCs SAE PO Box  MXY ppm ,spam
I donno its in your genes or something,ham
XMAS iscoming  ur awarded either  CD gift vouchers  free entry  r  weekly draw txt MUSIC to  TnC wwwLdewcomwinppmxagesubscription ,spam
Alex says hes not ok with you not being ok with it,ham
Are u coming to the funeral home,ham
My darling sister How are you doing Whens school resuming Is there a minimum wait period before you reapply Do take care,ham
Ill hand her my phone to chat wit u,ham
Well good morning mr  Hows london treatin ya treacle,ham
I cant make it tonight,ham
About   bucks The banks fees are fixed Better to call the bank and find out,ham
I can But it will tell quite long cos i havent finish my film yet,ham
Pls ask macho how much is budget for bb bold  is cos i saw a new one for    dollars,ham
Hi missed your Call and my mumHas beendropping red wine all over theplace what is your adress,ham
Ill be at yours in about  mins but look out for me,ham
What you did in  leave,ham
Im coming back on Thursday Yay Is it gonna be ok to get the money Cheers Oh yeah and how are you Everything alright Hows school Or do you call it work now,ham
Jolly good By the way  will give u tickets for sat eve  Speak before then x,ham
yeah thats what I was thinking,ham
Kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb ,ham
Here got ur favorite oyster N got my favorite sashimi Ok lar i dun say already Wait ur stomach start rumbling,ham
My sister going to earn more than me da,ham
Jus finish watching tv U,ham
K fyi Im back in my parents place in south tampa so I might need to do the deal somewhere else,ham
Good morning my Love  I go to sleep now and wish you a great day full of feeling better and opportunity  You are my last thought babe I LOVE YOU kiss,ham
